1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80
4490	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	49.97	26.49	80	0	0	0	28.37820395	28.10416283	28.26507401
4491	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	47.06	26.49	80	0	0	0	28.37851151	28.09802961	28.26726316
4492	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	48.99	26.49	80	0	0	0	28.38050164	28.09169737	28.27042928
4493	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	59.48	26.49	80	0	0	0	28.38348684	28.08531086	28.27468092
4494	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	98.28	52.99	80	0	0	0	28.38506086	28.07925	28.27819079
4495	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.12	0	0	0	130.23	106.85	80	0	0	0	28.38325164	28.07255592	28.27672533
4496	0	0	0	0.04	0	0	0	0.02	0.03	1	2.44	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.98	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.74	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.18	0	0	0	142.18	159.84	80	0	0	0	28.37559868	28.0634375	28.26979605
4497	0	0	0	0.04	0.08	0	0	0	0.03	0	2.36	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.98	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.72	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	1	0.18	0	0	0	144.64	159.84	20	0	0	0	28.36418257	28.05165954	28.25977303
4498	0	0	0	0.04	0.08	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	1	0.15	0	0	0	139.8	133.35	20	0	0	0	28.35233224	28.03798191	28.24692763
4499	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.09	0	0	0	142.51	80.36	20	0	0	0	28.33986678	28.02325493	28.2300477
4500	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.15	0	0	0	158.42	133.35	20	0	0	0	28.32613487	28.00760526	28.21117763
4501	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	153.3	159.84	20	0	0	0	28.31055757	27.98808388	28.19026316
4502	0	0	0	0.04	0	0	0	0	0.03	0	0.79	0	0	0	1.17	0	0	0.04	0	0	0	0	0.03	0	1.47	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.53	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	132.29	159.84	20	0	0	0	28.29389474	27.9665	28.16690625
4503	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0.79	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	1.6	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0.56	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	119.24	133.35	50	0	0	0	28.27887829	27.94764803	28.14566612
4504	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0.39	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	1.31	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0.41	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	115.23	133.35	50	0	0	0	28.26518257	27.93237829	28.12853289
4505	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.27	0	0	0	122.98	240.2	50	0	0	0	28.25354934	27.91804934	28.11369737
4506	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.21	0	0	0	142.73	186.33	80	0	0	0	28.24425	27.90352138	28.10266118
4507	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.39	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.53	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	1	0.21	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.12	0	0	0	165.8	106.85	80	0	0	0	28.23605428	27.89333553	28.09830099
4508	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.79	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	1.06	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.42	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	167.23	106.85	80	0	0	0	28.22948684	27.88653289	28.09679934
4509	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	158.14	52.99	80	0	0	0	28.22288322	27.87853618	28.09540625
4510	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	145.07	52.99	80	0	0	0	28.21324013	27.86836842	28.0964375
4511	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	112.51	52.99	80	0	0	0	28.20081086	27.8555773	28.09694408
4512	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	73.89	26.49	80	0	0	0	28.1876398	27.84110362	28.09631086
4513	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	64.58	26.49	80	0	0	0	28.17616941	27.82688322	28.09527961
4514	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	52.53	26.49	80	0	0	0	28.16623684	27.81240954	28.09274671
4515	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	50.22	26.49	80	0	0	0	28.15664803	27.79766447	28.09037664
4516	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	50.7	26.49	80	0	0	0	28.14839803	27.78364309	28.08655921
4517	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	51.85	26.49	80	0	0	0	28.14045559	27.76956743	28.08344737
4518	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	63.95	26.49	80	0	0	0	28.1321875	27.75614309	28.08178289
4519	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	93.47	26.49	80	0	0	0	28.12753783	27.74595724	28.07915954
4520	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.06	0	0	0	128.88	52.99	80	0	0	0	28.1278273	27.74289967	28.07541447
4521	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.09	0	0	0	156.36	80.36	80	0	0	0	28.13280263	27.74543257	28.071
4522	0	0	0	0.04	0.08	0	0	0	0.03	0	0.79	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.36	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	1	0.18	0	0	0	165.5	159.84	20	0	0	0	28.14132401	27.75066118	28.06593421
4523	0	0	0	0.04	0.08	0	0	0	0.03	0	0.39	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.39	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.18	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	1	0.18	0	0	0	171.8	159.84	20	0	0	0	28.14957401	27.75605263	28.06265954
4524	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.24	0	0	0	182.84	212.82	20	0	0	0	28.15655757	27.75999671	28.05041118
4525	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.24	0	0	0	176.67	212.82	20	0	0	0	28.16196711	27.76419408	28.03183059
4526	0	0	0	0.04	0	0	0	0	0.03	0	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.36	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.21	0	0	0	157.79	186.33	20	0	0	0	28.16786513	27.7675773	28.02236842
4527	0	0	0	0.04	0	0	0	0	0.03	0	0.39	0	0	0	1.17	0	0	0.04	0	0	0	0	0.03	0	0.39	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.18	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	148.96	133.35	20	0	0	0	28.17363651	27.76897039	28.01227303
4528	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	145.39	106.85	50	0	0	0	28.17743586	27.76701645	28.00217763
4529	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	149.53	133.35	50	0	0	0	28.17966118	27.7634523	27.99816118
4530	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0.79	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0.36	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	167.15	159.84	50	0	0	0	28.18185033	27.76213158	27.99439803
4531	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	1	0.71	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	181.08	159.84	80	0	0	0	28.18490789	27.76267434	27.99325822
4532	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	1	0.36	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.12	0	0	0	173.58	106.85	80	0	0	0	28.18834539	27.763	27.99463322
4533	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	0	0.84	0	0.04	0.08	0	0	0	0.03	1	0.61	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.18	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	154.43	106.85	100	0	0	0	28.19073355	27.76149836	27.99414474
4534	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	3.95	0.04	0	0	0	0	0.03	1	0.3	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	149.18	52.99	100	0	0	0	28.18959375	27.75804276	27.99001974
4535	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	125.14	52.99	80	0	0	0	28.18852632	27.75248849	27.98283717
4536	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	83.33	26.49	80	0	0	0	28.18782072	27.74619243	27.97645066
4537	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	89.95	26.49	80	0	0	0	28.18465461	27.74119901	27.96957566
4538	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	66.91	26.49	80	0	0	0	28.18137993	27.73678454	27.96204934
4539	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	54.69	52.99	80	0	0	0	28.17987829	27.73267763	27.95450493
4540	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	50.8	52.99	80	0	0	0	28.18101809	27.7295477	27.9467977
4541	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.12	0	0	0	50.17	106.85	80	0	0	0	28.18588487	27.72757566	27.93909046
4542	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	48.97	159.84	80	0	1	0	28.19324836	27.72605592	27.93232401
4543	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	2.2	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	0.7	0	0	0	0	0.84	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	51.53	266.69	80	0	1	0	28.1979523	27.72453618	27.92950164
4544	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	2.12	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	0	0.68	0	0	0	0	0	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	69.77	266.69	60	0	1	1	28.19549178	27.72218421	27.93053289
4545	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.24	0	0	0	112.89	212.82	30	0	1	1	28.18561349	27.71943421	27.93313816
4546	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	160.88	133.35	30	0	1	1	28.17282237	27.71892763	27.93456743
4547	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	187.33	106.85	30	0	1	1	28.16348684	27.72017599	27.93505592
4548	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	206.53	159.84	30	0	1	1	28.15766118	27.72265461	27.9380773
4549	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.24	0	0	0	210.27	212.82	30	0	1	1	28.15259539	27.72703289	27.94460855
4550	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	176.06	133.35	30	0	1	1	28.14955592	27.73018092	27.95341941
4551	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	144.64	79.48	30	0	1	1	28.14894079	27.73144737	27.96394901
4552	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	124.86	79.48	30	0	1	1	28.14946546	27.73294901	27.97274178
4553	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	108.8	133.35	30	0	1	1	28.1505148	27.73398026	27.98019572
4554	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	2.43	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.93	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	109.98	159.84	80	0	1	1	28.15170888	27.73421546	27.98922368
4555	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.22	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.46	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	127.15	159.84	80	0	0	0	28.15313816	27.73522862	27.9969852
